judul,tipe,kota,harga,harga_raw,lokasi,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,sumber,carport,url,tanggal_scrape
Rumah Minimalis Tengah Kota 3 Kamar Tidur di Balikpapan,rumah-sewa,balikpapan,Rp 55 Juta /tahun,55000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,120 m²,80 m²,3,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/rumah-minimalis-tengah-kota-3-kamar-tidur-di-balikpapan-hor41263452/,03-22-26
Rumah Besar 2 Lantai 5 Kamar Tidur Siap Huni di Balikpapan Baru,rumah-sewa,balikpapan,Rp 125 Juta /tahun,125000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,300 m²,300 m²,5,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-besar-2-lantai-5-kamar-tidur-siap-huni-di-balikpapan-baru-hor41220451/,03-22-26
Disewakan Rumah Siap Huni Grand City Balikpapan,rumah-sewa,balikpapan,Rp 70 Juta /tahun,70000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,72 m²,65 m²,2,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-siap-huni-grand-city-balikpapan-hor41044206/,03-22-26
Disewakan Rumah Siap Huni Balikpapan Baru Cluster Somerset,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,160 m²,100 m²,2,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-siap-huni-balikpapan-baru-cluster-somerset-hor40991321/,03-22-26
Disewakan Rumah Balikpapan Baru Cluster Tulip,rumah-sewa,balikpapan,Rp 70 Juta /tahun,70000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,240 m²,150 m²,4,3,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-balikpapan-baru-cluster-somerset-hor40991227/,03-22-26
Disewakan Rumah Siap Huni Grand City Balikpapan,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,90 m²,70 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-siap-huni-grand-city-balikpapan-hor40988541/,03-22-26
Rumah Cantik Siap Huni Tengah Kota di Balikpapan Baru,rumah-sewa,balikpapan,Rp 50 Juta /tahun,50000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,100 m²,100 m²,4,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-cantik-siap-huni-tengah-kota-di-balikpapan-baru-hor40937243/,03-22-26
Rumah Baru Jadi Siap Huni Dikawasan Elit Perumahan Grand City,rumah-sewa,balikpapan,Rp 68 Juta /tahun,68000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,105 m²,88 m²,3,3,rumah123,4 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-baru-jadi-siap-huni-dikawasan-elit-perumahan-grand-city-hor40794453/,03-22-26
Rumah Satu Lantai Besar Luas 4 Kamar,rumah-sewa,balikpapan,Rp 150 Juta /tahun,150000000,"Damai, Balikpapan",Damai,440 m²,400 m²,4 + 1,4 + 1,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-damai/rumah-satu-lantai-besar-luas-4-kamar-hor40765695/,03-22-26
Disewakan Rumah 2 Lantai di Balikpapan Baru,rumah-sewa,balikpapan,Rp 155 Juta /tahun,155000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,180 m²,190 m²,6,3,rumah123,3,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/disewakan-rumah-2-lantai-di-balikpapan-baru-hor40696609/,03-22-26
Rumah Minimalis Tengah Kota Siap Huni di Balikpapan Regency,rumah-sewa,balikpapan,Rp 35 Juta /tahun,35000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,80 m²,2,1,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-minimalis-tengah-kota-siap-huni-di-balikpapan-regency-hor40695423/,03-22-26
Rumah Terawat Seperti Baru Di Bds 1 Balikpapan,rumah-sewa,balikpapan,Rp 50 Juta /tahun,50000000,"Gunung Bahagia, Balikpapan",Gunung Bahagia,103 m²,100 m²,2,1,rumah123,2,https://www.rumah123.com/properti/balikpapan-gunung-bahagia/rumah-terawat-seperti-baru-di-bds-1-balikpapan-hor40305632/,03-22-26
Rumah Siap Huni Kondisi Kosongan Dekat Kantor Capil Balikpapam,rumah-sewa,balikpapan,Rp 56 Juta /tahun,56000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,159 m²,125 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-siap-huni-kondisi-kosongan-dekat-sekolahan-bis-hor40257462/,03-22-26
Rumah Disewakan di Grand City,rumah-sewa,balikpapan,Rp 45 Juta /tahun,45000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,72 m²,46 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-disewakan-di-grand-city-hor39456673/,03-22-26
Rumah Disewakan Siap Huni Full Furnish,rumah-sewa,balikpapan,Rp 70 Juta /tahun,70000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,187 m²,140 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-disewakan-siap-huni-full-furnish-hor39456670/,03-22-26
Rumah Besar Tegah Kota Klandasan,rumah-sewa,balikpapan,Rp 250 Juta /tahun,250000000,"Klandasan Ilir, Balikpapan",Klandasan Ilir,780 m²,450 m²,8,6,rumah123,4,https://www.rumah123.com/properti/balikpapan-klandasan-ilir/rumah-besar-tegah-kota-klandasan-hor39456138/,03-22-26
DISEWAKAN RUMAH BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 60 Juta /tahun,60000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,80 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-balikpapan-baru-hor39455415/,03-22-26
DISEWAKAN RUMAH NYAMAN PUPUK KALTIM,rumah-sewa,balikpapan,Rp 370 Juta /tahun,370000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,550 m²,350 m²,3,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-nyaman-pupuk-kaltim-hor39455406/,03-22-26
DISEWAKAN RUMAH HYFIELD GRAND CITY,rumah-sewa,balikpapan,Rp 55 Juta /tahun,55000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,78 m²,49 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/disewakan-rumah-hyfield-grand-city-hor39455403/,03-22-26
DISEWAKAN RUMAH PUPUK UTARA,rumah-sewa,balikpapan,Rp 350 Juta /tahun,350000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,550 m²,350 m²,3,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-pupuk-utara-hor39455402/,03-22-26
"BALIKPAPAN, DISEWAKAN RUMAH BALIKPAPAN BARU",rumah-sewa,balikpapan,Rp 55 Juta /tahun,55000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,191 m²,125 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/balikpapan-disewakan-rumah-balikpapan-baru-hor39455399/,03-22-26
DISEWAKAN RUMAH MEWAH VANCOUVER BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 275 Juta /tahun,275000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,490 m²,600 m²,5,4,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-mewah-vancouver-balikpapan-baru-hor39455396/,03-22-26
DISEWAKAN RUMAH BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 85 Juta /tahun,85000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,210 m²,350 m²,5,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-balikpapan-baru-hor39455387/,03-22-26
RUMAH MEWAH PUPUK UTARA,rumah-sewa,balikpapan,Rp 250 Juta /tahun,250000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,585 m²,394 m²,3 + 1,3 + 1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-mewah-pupuk-utara-hor39455381/,03-22-26
RUMAH HABIS RENOVASI DI GRAND CITY BALIKPAPAN,rumah-sewa,balikpapan,Rp 40 Juta /tahun,40000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,72 m²,46 m²,2,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-habis-renovasi-di-grand-city-balikpapan-hor39123195/,03-22-26
DISEWAKAN RUMAH LUAS DI BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 90 Juta /tahun,90000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,300 m²,140 m²,3 + 1,2 + 1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/disewakan-rumah-luas-di-balikpapan-baru-hor39233491/,03-22-26
Rumah Mewah di Ballikpapan Baru,rumah-sewa,balikpapan,Rp 75 Juta /tahun,75000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,200 m²,100 m²,3,4,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-mewah-di-ballikpapan-baru-hor39175328/,03-22-26
"Disewakan Rumah di Sepinggan, Balikpapan",rumah-sewa,balikpapan,Rp 50 Juta /tahun,50000000,"Sepinggan, Balikpapan",Sepinggan,240 m²,60 m²,2 + 1,2,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/disewakan-rumah-di-sepinggan-balikpapan-hor39125552/,03-22-26
Perumahan Balikpapan Baru,rumah-sewa,balikpapan,Rp 120 Juta /tahun,120000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,190 m²,120 m²,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/perumahan-balikpapan-baru-hor19090288/,03-22-26
"Rumah Sewa Cantik di Balikpapan Baru, Cocok untuk Hunian Nyaman",rumah-sewa,balikpapan,Rp 180 Juta /tahun,180000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,240 m²,300 m²,5,5,rumah123,3 + 3,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-sewa-cantik-di-balikpapan-baru-cocok-untuk-hunian-nyaman-hor41258183/,03-22-26
Disewakan Rumah Siap Huni Grand City Balikpapan,rumah-sewa,balikpapan,Rp 90 Juta /tahun,90000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,126 m²,120 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-siap-huni-grand-city-balikpapan-hor40986589/,03-22-26
Disewakan Rumah Sewa Siap Huni Grand City,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,160 m²,95 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-sewa-siap-huni-grand-city-hor40986555/,03-22-26
Rumah Mewah Siap Huni Full Furnish Selangkah Universitas Balikpapan.,rumah-sewa,balikpapan,Rp 130 Juta /tahun,130000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,200 m²,136 m²,3 + 1,3,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-mewah-siap-huni-full-furnish-selangkah-universitas-balikpapan-hor40983919/,03-22-26
Rumah Nyaman dan Siap Huni - Utk Masa 2.Thn,rumah-sewa,balikpapan,Rp 40 Juta /tahun,40000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,90 m²,60 m²,2,1,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-nyaman-dan-siap-huni-utk-masa-2thn-hor40980889/,03-22-26
Disewakan Rumah Cantik Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Grand City Aman Nyaman Harga Nego,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,98 m²,88 m²,3,3,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-cantik-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-grand-city-aman-nyaman-harga-nego-hor40515426/,03-22-26
Disewakan Rumah Grandcity Forestville,rumah-sewa,balikpapan,Rp 100 Juta /tahun,100000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,220 m²,191 m²,5,5,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-grandcity-forestville-hor40835848/,03-22-26
Rumah Mewah 2 Lantai Ada Kolam Renang Di Balilpapan Baru,rumah-sewa,balikpapan,Rp 140 Juta /tahun,140000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,300 m²,390 m²,5,4,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-mewah-2-lantai-ada-kolam-renang-di-balilpapan-baru-hor40306778/,03-22-26
Rumah Asri Dan Siap Huni,rumah-sewa,balikpapan,Rp 55 Juta /tahun,55000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,200 m²,100 m²,2,1,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-asri-dan-siap-huni-hor40144517/,03-22-26
Rumah Asri Yang Siap Huni,rumah-sewa,balikpapan,Rp 45 Juta /tahun,45000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,110 m²,105 m²,2,1,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-asri-yang-siap-huni-hor40052865/,03-22-26
RUMAH BESAR 2 LANTAI FULL FURNISHED DI PERUMAHAN BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,300 m²,310 m²,5,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-besar-2-lantai-full-furnished-di-perumahan-balikpapan-baru-hor17984172/,03-22-26
Rumah Wika 2 Lantai,rumah-sewa,balikpapan,Rp 110 Juta /tahun,110000000,"Sepinggan, Balikpapan",Sepinggan,210 m²,175 m²,3,3,rumah123,3,https://www.rumah123.com/properti/balikpapan-sepinggan/rumah-wika-2-lantai-hor39764384/,03-22-26
Rumah Disewakan di Grand City Siap Huni,rumah-sewa,balikpapan,Rp 50 Juta /tahun,50000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,82 m²,72 m²,2,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-disewakan-di-grand-city-siap-huni-hor39452135/,03-22-26
Disewakan Rumah Furnished Tengah Kota Balikpapan,rumah-sewa,balikpapan,Rp 75 Juta /tahun,75000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,136 m²,200 m²,3,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-furnished-tengah-kota-balikpapan-hor39171083/,03-22-26
Rumah Asri,rumah-sewa,balikpapan,Rp 90 Juta /tahun,90000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,300 m²,240 m²,5 + 1,2 + 1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-asri-hor39170404/,03-22-26
RUMAH BESAR TERAWAT DAN ELEGAN DIBALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 95 Juta /tahun,95000000,"Damai, Balikpapan",Damai,300 m²,250 m²,3 + 1,3 + 1,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/rumah-besar-terawat-dan-elegan-dibalikpapan-baru-hor39123410/,03-22-26
RUMAH FULL FURNISH DI BALIKPAPAN REGENCY,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,140 m²,105 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-full-furnish-di-balikpapan-regency-hor39123409/,03-22-26
DISEWAKAN  RUMAH BESAR FULL FURNISH DI BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 110 Juta /tahun,110000000,"Damai, Balikpapan",Damai,220 m²,155 m²,4,4,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/disewakan-rumah-besar-full-furnish-di-balikpapan-baru-hor39123404/,03-22-26
RUMAH TERAWAT 2 LANTAI DI GRAND CITY BALIKPAPAN,rumah-sewa,balikpapan,Rp 40 Juta /tahun,40000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,72 m²,46 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-terawat-2-lantai-di-grand-city-balikpapan-hor39123387/,03-22-26
RUMAH MEWAH BESERTA ISINYA DIPERUMAHAN ELIT,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Damai, Balikpapan",Damai,180 m²,130 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/rumah-mewah-beserta-isinya-diperumahan-elit-hor39123386/,03-22-26
DISEWAKAN DITENGAH KOTA COCOK UNTUK MESS,rumah-sewa,balikpapan,Rp 70 Juta /tahun,70000000,"Prapatan, Balikpapan",Prapatan,300 m²,200 m²,3,3,rumah123,,https://www.rumah123.com/properti/balikpapan-prapatan/disewakan-ditengah-kota-cocok-untuk-mess-hor39123385/,03-22-26
RUMAH BESAR 3 LANTAI COCOK UNTUK MESS/KANTOR  DIPERUMAHAN WIKA BALIKPAPAN,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,201 m²,300 m²,5,4,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-besar-3-lantai-cocok-untuk-messkantor-diperumahan-wika-balikpapan-hor39123380/,03-22-26
DISEWAKAN DIPERUMAHAN ELITFULL FURNISHED,rumah-sewa,balikpapan,Rp 55 Juta /tahun,55000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,144 m²,77 m²,3,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-diperumahan-elitfull-furnished-hor39123351/,03-22-26
DISEWAKAN FULL FURNISHED DI PERUMAHAN BDI,rumah-sewa,balikpapan,Rp 75 Juta /tahun,75000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,210 m²,160 m²,4,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-full-furnished-di-perumahan-bdi-hor39123334/,03-22-26
DISEWAKAN RUMAH INCLUDE INTERIOR DI PERUMAHAN ELIT,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,155 m²,120 m²,4,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-include-interior-di-perumahan-elit-hor39123330/,03-22-26
DISEWAKAN RUMAH 2 LANTAI  DIPERUMAHAN CIPUTRAFULL FURNISHED,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,100 m²,200 m²,4,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-2-lantai-diperumahan-ciputrafull-furnished-hor39123263/,03-22-26
RUMAH BESAR BESERTA ISINYA DI PERUMAHAN BALIKPAPAN BARU,rumah-sewa,balikpapan,Rp 110 Juta /tahun,110000000,"Damai, Balikpapan",Damai,400 m²,202 m²,5,4,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/rumah-besar-beserta-isinya-di-perumahan-balikpapan-baru-hor39123258/,03-22-26
RUMAH TENGAH KOTA,rumah-sewa,balikpapan,Rp 30 Juta /tahun,30000000,"Klandasan Ulu, Balikpapan",Klandasan Ulu,97 m²,120 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-klandasan-ulu/rumah-tengah-kota-hor39123235/,03-22-26
DISEWAKAN DIPERUMAHAN BALIKPAPAN BARUCLUSTER VANCOUVER,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,160 m²,140 m²,3,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/disewakan-diperumahan-balikpapan-barucluster-vancouver-hor39123193/,03-22-26
DISEWAKAN RUMAH DI GRAND CITY,rumah-sewa,balikpapan,Rp 75 Juta /tahun,75000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,72 m²,46 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/disewakan-rumah-di-grand-city-hor39123190/,03-22-26
DISEWAKAN DIPERUMAHAN BDI,rumah-sewa,balikpapan,Rp 60 Juta /tahun,60000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,144 m²,144 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-diperumahan-bdi-hor39123154/,03-22-26
DISEWAKAN RUMAH BESAR 2 LANTAI DI PERUMAHAN BDS 2,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,100 m²,160 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/disewakan-rumah-besar-2-lantai-di-perumahan-bds-2-hor39123135/,03-22-26
RUMAH TENGAH KOTA DEKAT KEPELABUHAN DAN PERTAMINA BALIKPAPAN,rumah-sewa,balikpapan,Rp 35 Juta /tahun,35000000,"Mekar Sari, Balikpapan",Mekar Sari,250 m²,150 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-mekar-sari/rumah-tengah-kota-dekat-kepelabuhan-dan-pertamina-balikpapan-hor39123033/,03-22-26
RUMAH BARU DI BALIKPAPAN REGENCY,rumah-sewa,balikpapan,Rp 45 Juta /tahun,45000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,153 m²,115 m²,4,4,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-baru-di-balikpapan-regency-hor39123032/,03-22-26
Rumah Sederhana 1¼ lantai di Perum. BDS 2,rumah-sewa,balikpapan,Rp 30 Juta /tahun,30000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,90 m²,3,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-sederhana-1-lantai-di-perum-bds-2-hor39122907/,03-22-26
hunian bagus dekat kolam renang regency,rumah-sewa,balikpapan,Rp 55 Juta /tahun,55000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,154 m²,105 m²,4,4,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/hunian-bagus-dekat-kolam-renang-regency-hor39122858/,03-22-26
Rumah Mewah di Ballikpapan Baru,rumah-sewa,balikpapan,Rp 75 Juta /tahun,75000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,200 m²,100 m²,3,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-mewah-di-ballikpapan-baru-hor39061484/,03-22-26
Rumah Semi Furnish Dekat Masjid Al-Ikhwan Balikpapan,rumah-sewa,balikpapan,Rp 65 Juta /tahun,65000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,150 m²,100 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-semi-furnish-dekat-masjid-alikhwan-balikpapan-hor19229406/,03-22-26
Hunian Mewah Bergaya Eropa Classic Modern yang Asri,rumah-sewa,balikpapan,Rp 350 Juta /tahun,350000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,373 m²,180 m²,6 + 1,5 + 1,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/hunian-mewah-bergaya-eropa-classic-modern-yang-asri-hor17762292/,03-22-26
Rumah nyaman di huni full furnish,rumah-sewa,balikpapan,Rp 80 Juta /tahun,80000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,330 m²,250 m²,4,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/rumah-nyaman-di-huni-full-furnish-hor15198847/,03-22-26
Di Sewakan Rumah di Balikpapan Baru di Cluster Elit,rumah-sewa,balikpapan,Rp 110 Juta /tahun,110000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,235 m²,170 m²,3 + 1,2 + 1,rumah123,3 + 3,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/di-sewakan-rumah-di-balikpapan-baru-di-cluster-elit-hor40839784/,03-22-26
"Rumah, SHM, di Balikpapan Utara,",rumah-sewa,balikpapan,Rp 120 Juta /tahun,120000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,617 m²,200 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-shm-di-balikpapan-utara-hor41253837/,03-22-26
Rumah Cantik 2 Lantai di Grand City Kota Balikpapan,rumah-sewa,balikpapan,Rp 70 Juta /tahun,70000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,108 m²,88 m²,3,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-cantik-2-lantai-di-grand-city-kota-balikpapan-hor41209263/,03-22-26
